m	n	S12
7	31	0.017843
8	31	0.021069
9	31	0.008417
10	31	0.010267
11	31	0.020853
12	31	0.015433
13	31	0.001808
14	31	0.017721
15	31	0.020084
16	31	0.006896
17	31	0.011929
18	31	0.021908
19	31	0.015014
20	31	0.003937
21	31	0.020556
22	31	0.021672
23	31	0.005631
24	31	0.015831
25	31	0.026015
26	31	0.016038
27	31	0.007654
28	31	0.027213
29	31	0.026520
30	31	0.004074
31	31	0.024368
32	31	0.036375
33	31	0.019818
34	31	0.016135
35	31	0.045111
36	31	0.041497
37	31	0.000713
38	31	0.052794
39	31	0.077213
40	31	0.039145
41	31	0.062114
42	31	0.187042
43	31	0.264409
44	31	0.841794
45	31	0.335396
46	31	0.177286
47	31	0.035598
48	31	0.053661
49	31	0.072496
50	31	0.037908
51	31	0.011442
52	31	0.039918
53	31	0.034117
54	31	0.005765
55	31	0.021060
56	31	0.028042
57	31	0.013778
58	31	0.008159
59	31	0.020948
60	31	0.016726
61	31	0.000850
62	31	0.013667
63	31	0.016418
64	31	0.006756
65	31	0.006855
66	31	0.013981
67	31	0.010021
68	31	0.001016
69	31	0.010288
70	31	0.011064
71	31	0.003501
72	31	0.006066
73	31	0.010331
74	31	0.006515
75	31	0.001918
76	31	0.008311
77	31	0.008005
78	31	0.001682
79	31	0.005508
80	31	0.008094
81	31	0.004407
82	31	0.002406
83	31	0.007024
84	31	0.006076
85	31	0.000566
86	31	0.005112
87	31	0.006651
88	31	0.003069
89	31	0.002708
90	31	0.006220
91	31	0.004881
92	31	0.000145
93	31	0.004960
94	31	0.005925
95	31	0.002347
96	31	0.003108
97	31	0.006455
98	31	0.005185
99	31	0.003010
0	32	0.020794
1	32	0.041276
2	32	0.012668
3	32	0.011995
4	32	0.024063
5	32	0.017850
6	32	0.000700
7	32	0.017478
8	32	0.020520
9	32	0.008102
10	32	0.010090
11	32	0.020292
12	32	0.014907
13	32	0.001874
14	32	0.017231
15	32	0.019382
16	32	0.006535
17	32	0.011612
18	32	0.021092
19	32	0.014313
20	32	0.003917
21	32	0.019724
22	32	0.020602
23	32	0.005197
24	32	0.015139
25	32	0.024576
26	32	0.014951
27	32	0.007356
28	32	0.025461
29	32	0.024505
30	32	0.003540
31	32	0.022484
32	32	0.033021
33	32	0.017612
34	32	0.014624
35	32	0.039697
36	32	0.035640
37	32	0.000233
38	32	0.043710
39	32	0.061137
40	32	0.028952
41	32	0.043677
42	32	0.112491
43	32	0.113460
44	32	0.029884
45	32	0.705467
46	32	0.651444
47	32	0.067653
48	32	0.085757
49	32	0.103088
50	32	0.050038
51	32	0.015061
52	32	0.049481
53	32	0.040989
54	32	0.006525
55	32	0.024759
56	32	0.032281
57	32	0.015524
58	32	0.009407
59	32	0.023551
60	32	0.018543
61	32	0.000788
62	32	0.015159
63	32	0.017988
64	32	0.007270
65	32	0.007569
66	32	0.015194
67	32	0.010774
68	32	0.001195
69	32	0.011123
70	32	0.011850
71	32	0.003671
72	32	0.006552
73	32	0.011029
74	32	0.006886
75	32	0.002108
76	32	0.008854
77	32	0.008460
78	32	0.001722
79	32	0.005868
80	32	0.008545
81	32	0.004604
82	32	0.002584
83	32	0.007409
84	32	0.006363
85	32	0.000549
86	32	0.005393
87	32	0.006966
88	32	0.003180
89	32	0.002869
90	32	0.006511
91	32	0.005078
92	32	0.000185
93	32	0.005193
94	32	0.006166
95	32	0.002417
96	32	0.003256
97	32	0.006711
98	32	0.005367
99	32	0.003126
0	33	0.020452
1	33	0.040511
2	33	0.012362
3	33	0.011827
4	33	0.023585
5	33	0.017413
6	33	0.000773
7	33	0.017136
8	33	0.020008
9	33	0.007809
10	33	0.009925
11	33	0.019772
12	33	0.014421
13	33	0.001934
14	33	0.016781
15	33	0.018739
16	33	0.006205
17	33	0.011323
18	33	0.020351
19	33	0.013680
20	33	0.003900
21	33	0.018978
22	33	0.019649
23	33	0.004813
24	33	0.014530
25	33	0.023318
26	33	0.014006
27	33	0.007101
28	33	0.023967
29	33	0.022802
30	33	0.003093
31	33	0.020933
32	33	0.030296
33	33	0.015849
34	33	0.013444
35	33	0.035563
36	33	0.031294
37	33	0.000115
38	33	0.037513
39	33	0.050818
40	33	0.022939
41	33	0.034111
42	33	0.081161
43	33	0.072628
44	33	0.016422
45	33	0.177119
46	33	0.404945
47	33	0.831150
48	33	0.198604
49	33	0.174366
50	33	0.073116
51	33	0.021167
52	33	0.064307
53	33	0.051015
54	33	0.007578
55	33	0.029739
56	33	0.037820
57	33	0.017748
58	33	0.010973
59	33	0.026754
60	33	0.020742
61	33	0.000709
62	33	0.016925
63	33	0.019825
64	33	0.007864
65	33	0.008394
66	33	0.016580
67	33	0.011626
68	33	0.001399
69	33	0.012062
70	33	0.012727
71	33	0.003858
72	33	0.007091
73	33	0.011799
74	33	0.007291
75	33	0.002318
76	33	0.009448
77	33	0.008953
78	33	0.001763
79	33	0.006258
80	33	0.009031
81	33	0.004815
82	33	0.002776
83	33	0.007822
84	33	0.006668
85	33	0.000530
86	33	0.005694
87	33	0.007299
88	33	0.003295
89	33	0.003040
90	33	0.006820
91	33	0.005283
92	33	0.000228
93	33	0.005437
94	33	0.006419
95	33	0.002490
96	33	0.003412
97	33	0.006979
98	33	0.005555
99	33	0.003246
0	34	0.020130
1	34	0.039792
2	34	0.012076
3	34	0.011667
4	34	0.023136
5	34	0.017005
6	34	0.000840
7	34	0.016816
8	34	0.019531
9	34	0.007536
10	34	0.009771
11	34	0.019289
12	34	0.013971
13	34	0.001990
14	34	0.016365
15	34	0.018148
16	34	0.005903
17	34	0.011059
18	34	0.019676
19	34	0.013105
20	34	0.003884
21	34	0.018307
22	34	0.018795
23	34	0.004469
24	34	0.013991
25	34	0.022207
26	34	0.013177
27	34	0.006879
28	34	0.022677
29	34	0.021342
30	34	0.002713
31	34	0.019632
32	34	0.028037
33	34	0.014406
34	34	0.012497
35	34	0.032302
36	34	0.027940
37	34	0.000378
38	34	0.033014
39	34	0.043628
40	34	0.018968
41	34	0.028254
42	34	0.063902
43	34	0.053605
44	34	0.011843
45	34	0.102922
46	34	0.156723
47	34	0.078845
48	34	0.787680
49	34	0.529591
50	34	0.134312
51	34	0.033654
52	34	0.090415
53	34	0.067036
54	34	0.009141
55	34	0.036814
56	34	0.045377
57	34	0.020683
58	34	0.012995
59	34	0.030794
60	34	0.023462
61	34	0.000608
62	34	0.019053
63	34	0.022009
64	34	0.008559
65	34	0.009359
66	34	0.018182
67	34	0.012600
68	34	0.001635
69	34	0.013127
70	34	0.013713
71	34	0.004065
72	34	0.007694
73	34	0.012653
74	34	0.007737
75	34	0.002550
76	34	0.010098
77	34	0.009491
78	34	0.001805
79	34	0.006684
80	34	0.009557
81	34	0.005042
82	34	0.002985
83	34	0.008266
84	34	0.006994
85	34	0.000508
86	34	0.006015
87	34	0.007654
88	34	0.003416
89	34	0.003223
90	34	0.007146
91	34	0.005499
92	34	0.000275
93	34	0.005695
94	34	0.006683
95	34	0.002564
96	34	0.003576
97	34	0.007258
98	34	0.005751
99	34	0.003372
0	35	0.019826
1	35	0.039115
2	35	0.011806
3	35	0.011517
4	35	0.022714
5	35	0.016621
6	35	0.000904
7	35	0.016515
8	35	0.019085
9	35	0.007282
10	35	0.009627
11	35	0.018839
12	35	0.013553
13	35	0.002040
14	35	0.015980
15	35	0.017602
16	35	0.005625
17	35	0.010817
18	35	0.019059
19	35	0.012580
20	35	0.003870
21	35	0.017699
22	35	0.018024
23	35	0.004160
24	35	0.013508
25	35	0.021220
26	35	0.012444
27	35	0.006686
28	35	0.021551
29	35	0.020078
30	35	0.002385
31	35	0.018525
32	35	0.026133
33	35	0.013202
34	35	0.011721
35	35	0.029662
36	35	0.025270
37	35	0.000587
38	35	0.029597
39	35	0.038328
40	35	0.016146
41	35	0.024300
42	35	0.052967
43	35	0.042592
44	35	0.009540
45	35	0.073320
46	35	0.097987
47	35	0.037147
48	35	0.137403
49	35	0.541035
50	35	0.781075
51	35	0.073427
52	35	0.148662
53	35	0.096774
54	35	0.011717
55	35	0.047661
56	35	0.056311
57	35	0.024742
58	35	0.015709
59	35	0.036054
60	35	0.026919
61	35	0.000477
62	35	0.021666
63	35	0.024648
64	35	0.009385
65	35	0.010501
66	35	0.020057
67	35	0.013728
68	35	0.001909
69	35	0.014344
70	35	0.014831
71	35	0.004295
72	35	0.008373
73	35	0.013606
74	35	0.008230
75	35	0.002810
76	35	0.010817
77	35	0.010080
78	35	0.001850
79	35	0.007149
80	35	0.010127
81	35	0.005285
82	35	0.003212
83	35	0.008744
84	35	0.007343
85	35	0.000482
86	35	0.006360
87	35	0.008032
88	35	0.003544
89	35	0.003419
90	35	0.007493
91	35	0.005727
92	35	0.000326
93	35	0.005967
94	35	0.006961
95	35	0.002642
96	35	0.003749
97	35	0.007551
98	35	0.005955
99	35	0.003504
0	36	0.019539
1	36	0.038477
2	36	0.011553
3	36	0.011375
4	36	0.022317
5	36	0.016262
6	36	0.000964
7	36	0.016234
8	36	0.018667
9	36	0.007045
10	36	0.009493
11	36	0.018420
12	36	0.013164
13	36	0.002088
14	36	0.015624
15	36	0.017098
16	36	0.005369
17	36	0.010594
18	36	0.018492
19	36	0.012100
20	36	0.003857
21	36	0.017147
22	36	0.017325
23	36	0.003881
24	36	0.013076
25	36	0.020337
26	36	0.011790
27	36	0.006515
28	36	0.020560
29	36	0.018970
30	36	0.002098
31	36	0.017572
32	36	0.024506
33	36	0.012182
34	36	0.011073
35	36	0.027481
36	36	0.023093
37	36	0.000757
38	36	0.026914
39	36	0.034257
40	36	0.014034
41	36	0.021450
42	36	0.045415
43	36	0.035404
44	36	0.008158
45	36	0.057392
46	36	0.071686
47	36	0.024066
48	36	0.076855
49	36	0.182415
50	36	0.207156
51	36	0.833975
52	36	0.393793
53	36	0.171167
54	36	0.016800
55	36	0.066405
56	36	0.073562
57	36	0.030738
58	36	0.019540
59	36	0.043192
60	36	0.031464
61	36	0.000303
62	36	0.024954
63	36	0.027906
64	36	0.010386
65	36	0.011876
66	36	0.022282
67	36	0.015049
68	36	0.002232
69	36	0.015750
70	36	0.016110
71	36	0.004554
72	36	0.009143
73	36	0.014678
74	36	0.008779
75	36	0.003102
76	36	0.011614
77	36	0.010729
78	36	0.001896
79	36	0.007660
80	36	0.010750
81	36	0.005548
82	36	0.003460
83	36	0.009262
84	36	0.007719
85	36	0.000453
86	36	0.006731
87	36	0.008436
88	36	0.003678
89	36	0.003629
90	36	0.007862
91	36	0.005968
92	36	0.000382
93	36	0.006256
94	36	0.007255
95	36	0.002722
96	36	0.003931
97	36	0.007858
98	36	0.006168
99	36	0.003641
0	37	0.019269
1	37	0.037875
2	37	0.011315
3	37	0.011241
4	37	0.021943
5	37	0.015923
6	37	0.001020
7	37	0.015969
8	37	0.018275
9	37	0.006823
10	37	0.009367
11	37	0.018029
12	37	0.012801
13	37	0.002132
14	37	0.015292
15	37	0.016629
16	37	0.005131
17	37	0.010388
18	37	0.017970
19	37	0.011658
20	37	0.003846
21	37	0.016642
22	37	0.016688
23	37	0.003627
24	37	0.012685
25	37	0.019541
26	37	0.011203
27	37	0.006364
28	37	0.019681
29	37	0.017992
30	37	0.001845
31	37	0.016743
32	37	0.023099
33	37	0.011306
34	37	0.010524
35	37	0.025648
36	37	0.021283
37	37	0.000899
38	37	0.024750
39	37	0.031029
40	37	0.012393
41	37	0.019299
42	37	0.039883
43	37	0.030338
44	37	0.007238
45	37	0.047439
46	37	0.056757
47	37	0.017659
48	37	0.054085
49	37	0.110871
50	37	0.091864
51	37	0.067224
52	37	0.661760
53	37	0.695915
54	37	0.031639
55	37	0.106631
56	37	0.104859
57	37	0.040509
58	37	0.025357
59	37	0.053442
60	37	0.037717
61	37	0.000065
62	37	0.029220
63	37	0.032036
64	37	0.011627
65	37	0.013564
66	37	0.024968
67	37	0.016622
68	37	0.002616
69	37	0.017395
70	37	0.017591
71	37	0.004848
72	37	0.010024
73	37	0.015893
74	37	0.009396
75	37	0.003432
76	37	0.012504
77	37	0.011448
78	37	0.001945
79	37	0.008224
80	37	0.011433
81	37	0.005834
82	37	0.003732
83	37	0.009826
84	37	0.008125
85	37	0.000419
86	37	0.007132
87	37	0.008870
88	37	0.003821
89	37	0.003855
90	37	0.008256
91	37	0.006224
92	37	0.000442
93	37	0.006564
94	37	0.007564
95	37	0.002805
96	37	0.004125
97	37	0.008181
98	37	0.006390
99	37	0.003786
0	38	0.019014
1	38	0.037308
2	38	0.011090
3	38	0.011115
4	38	0.021591
5	38	0.015605
6	38	0.001073
7	38	0.015721
8	38	0.017907
9	38	0.006614
10	38	0.009249
11	38	0.017662
12	38	0.012462
13	38	0.002173
14	38	0.014984
15	38	0.016194
16	38	0.004910
17	38	0.010198
18	38	0.017487
19	38	0.011251
20	38	0.003837
21	38	0.016180
22	38	0.016106
23	38	0.003394
24	38	0.012331
25	38	0.018821
26	38	0.010672
27	38	0.006229
28	38	0.018896
29	38	0.017122
30	38	0.001620
31	38	0.016016
32	38	0.021870
33	38	0.010544
34	38	0.010054
35	38	0.024086
36	38	0.019753
37	38	0.001020
38	38	0.022968
39	38	0.028407
40	38	0.011080
41	38	0.017619
42	38	0.035655
43	38	0.026572
44	38	0.006584
45	38	0.040627
46	38	0.047129
47	38	0.013850
48	38	0.042143
49	38	0.080215
50	38	0.059163
51	38	0.036330
52	38	0.184048
53	38	0.346145
54	38	0.840450
55	38	0.254913
56	38	0.179237
57	38	0.059305
58	38	0.035238
59	38	0.069417
60	38	0.046875
61	38	0.000278
62	38	0.034982
63	38	0.037445
64	38	0.013208
65	38	0.015684
66	38	0.028278
67	38	0.018528
68	38	0.003082
69	38	0.019346
70	38	0.019325
71	38	0.005187
72	38	0.011042
73	38	0.017284
74	38	0.010095
75	38	0.003807
76	38	0.013505
77	38	0.012252
78	38	0.001997
79	38	0.008851
80	38	0.012187
81	38	0.006146
82	38	0.004033
83	38	0.010441
84	38	0.008565
85	38	0.000381
86	38	0.007567
87	38	0.009338
88	38	0.003974
89	38	0.004099
90	38	0.008678
91	38	0.006496
92	38	0.000508
93	38	0.006892
94	38	0.007893
95	38	0.002892
96	38	0.004331
97	38	0.008522
98	38	0.006624
99	38	0.003937
0	39	0.018774
1	39	0.036773
2	39	0.010878
3	39	0.010996
4	39	0.021260
5	39	0.015305
6	39	0.001123
7	39	0.015487
8	39	0.017561
9	39	0.006418
10	39	0.009139
11	39	0.017319
12	39	0.012145
13	39	0.002212
14	39	0.014697
15	39	0.015788
16	39	0.004704
17	39	0.010022
18	39	0.017041
19	39	0.010874
20	39	0.003829
21	39	0.015756
22	39	0.015571
23	39	0.003180
24	39	0.012009
25	39	0.018167
26	39	0.010191
27	39	0.006109
28	39	0.018190
29	39	0.016342
30	39	0.001418
31	39	0.015372
32	39	0.020787
33	39	0.009876
34	39	0.009648
35	39	0.022738
36	39	0.018443
37	39	0.001125
38	39	0.021476
39	39	0.026233
40	39	0.010003
41	39	0.016270
42	39	0.032318
43	39	0.023662
44	39	0.006097
45	39	0.035672
46	39	0.040401
47	39	0.011321
48	39	0.034790
49	39	0.063178
50	39	0.043696
51	39	0.025479
52	39	0.108286
53	39	0.140031
54	39	0.031021
55	39	0.757159
56	39	0.582930
57	39	0.110492
58	39	0.055721
59	39	0.097793
60	39	0.061598
61	39	0.000802
62	39	0.043194
63	39	0.044846
64	39	0.015297
65	39	0.018427
66	39	0.032462
67	39	0.020889
68	39	0.003655
69	39	0.021699
70	39	0.021389
71	39	0.005581
72	39	0.012234
73	39	0.018893
74	39	0.010895
75	39	0.004239
76	39	0.014641
77	39	0.013155
78	39	0.002053
79	39	0.009552
80	39	0.013023
81	39	0.006488
82	39	0.004366
83	39	0.011117
84	39	0.009045
85	39	0.000337
86	39	0.008041
87	39	0.009844
88	39	0.004136
89	39	0.004364
90	39	0.009131
91	39	0.006786
92	39	0.000581
93	39	0.007242
94	39	0.008242
95	39	0.002983
96	39	0.004551
97	39	0.008882
98	39	0.006869
99	39	0.004097
0	40	0.018548
1	40	0.036270
2	40	0.010678
3	40	0.010885
4	40	0.020948
5	40	0.015022
6	40	0.001171
7	40	0.015267
8	40	0.017236
9	40	0.006233
10	40	0.009036
11	40	0.016998
12	40	0.011847
13	40	0.002249
14	40	0.014428
15	40	0.015410
16	40	0.004511
17	40	0.009859
18	40	0.016626
19	40	0.010524
20	40	0.003823
21	40	0.015364
22	40	0.015079
23	40	0.002983
24	40	0.011715
25	40	0.017569
26	40	0.009752
27	40	0.006002
28	40	0.017554
29	40	0.015640
30	40	0.001236
31	40	0.014800
32	40	0.019825
33	40	0.009284
34	40	0.009293
35	40	0.021563
36	40	0.017307
37	40	0.001218
38	40	0.020207
39	40	0.024401
40	40	0.009104
41	40	0.015165
42	40	0.029616
43	40	0.021343
44	40	0.005722
45	40	0.031905
46	40	0.035432
47	40	0.009516
48	40	0.029807
49	40	0.052330
50	40	0.034673
51	40	0.019949
52	40	0.077387
53	40	0.088298
54	40	0.014426
55	40	0.157101
56	40	0.485358
57	40	0.806610
58	40	0.123547
59	40	0.162227
60	40	0.089205
61	40	0.001692
62	40	0.055849
63	40	0.055595
64	40	0.018192
65	40	0.022116
66	40	0.037921
67	40	0.023894
68	40	0.004377
69	40	0.024592
70	40	0.023886
71	40	0.006049
72	40	0.013647
73	40	0.020778
74	40	0.011821
75	40	0.004739
76	40	0.015941
77	40	0.014179
78	40	0.002113
79	40	0.010342
80	40	0.013957
81	40	0.006867
82	40	0.004737
83	40	0.011863
84	40	0.009571
85	40	0.000287
86	40	0.008559
87	40	0.010394
88	40	0.004310
89	40	0.004652
90	40	0.009621
91	40	0.007097
92	40	0.000660
93	40	0.007618
94	40	0.008613
95	40	0.003079
96	40	0.004785
97	40	0.009265
98	40	0.007127
99	40	0.004266
0	41	0.018335
1	41	0.035795
2	41	0.010489
3	41	0.010780
4	41	0.020654
5	41	0.014755
6	41	0.001217
7	41	0.015061
8	41	0.016930
9	41	0.006059
10	41	0.008940
11	41	0.016696
12	41	0.011567
13	41	0.002285
14	41	0.014178
15	41	0.015056
16	41	0.004331
17	41	0.009708
18	41	0.016240
19	41	0.010198
20	41	0.003818
21	41	0.015003
22	41	0.014624
23	41	0.002800
24	41	0.011446
25	41	0.017022
26	41	0.009350
27	41	0.005905
28	41	0.016976
29	41	0.015004
30	41	0.001069
31	41	0.014287
32	41	0.018965
33	41	0.008756
34	41	0.008981
35	41	0.020531
36	41	0.016313
37	41	0.001302
38	41	0.019116
39	41	0.022836
40	41	0.008340
41	41	0.014243
42	41	0.027383
43	41	0.019450
44	41	0.005425
45	41	0.028945
46	41	0.031610
47	41	0.008161
48	41	0.026209
49	41	0.044814
50	41	0.028756
51	41	0.016601
52	41	0.060602
53	41	0.064743
54	41	0.009017
55	41	0.089110
56	41	0.173813
57	41	0.151944
58	41	0.819220
59	41	0.451566
60	41	0.159901
61	41	0.003500
62	41	0.077894
63	41	0.072648
64	41	0.022482
65	41	0.027340
66	41	0.045350
67	41	0.027852
68	41	0.005312
69	41	0.028240
70	41	0.026974
71	41	0.006614
72	41	0.015349
73	41	0.023017
74	41	0.012907
75	41	0.005326
76	41	0.017445
77	41	0.015353
78	41	0.002177
79	41	0.011239
80	41	0.015008
81	41	0.007288
82	41	0.005153
83	41	0.012691
84	41	0.010150
85	41	0.000229
86	41	0.009128
87	41	0.010994
88	41	0.004498
89	41	0.004966
90	41	0.010151
91	41	0.007431
92	41	0.000747
93	41	0.008023
94	41	0.009011
95	41	0.003179
96	41	0.005036
97	41	0.009671
98	41	0.007399
99	41	0.004444
0	42	0.018135
1	42	0.035348
2	42	0.010310
3	42	0.010682
4	42	0.020377
5	42	0.014504
6	42	0.001261
7	42	0.014868
8	42	0.016642
9	42	0.005895
10	42	0.008850
11	42	0.016413
12	42	0.011305
13	42	0.002319
14	42	0.013944
15	42	0.014724
16	42	0.004161
17	42	0.009568
18	42	0.015881
19	42	0.009894
20	42	0.003815
21	42	0.014668
22	42	0.014202
23	42	0.002630
24	42	0.011199
25	42	0.016518
26	42	0.008980
27	42	0.005819
28	42	0.016451
29	42	0.014424
30	42	0.000917
31	42	0.013825
32	42	0.018192
33	42	0.008281
34	42	0.008705
35	42	0.019616
36	42	0.015436
37	42	0.001377
38	42	0.018169
39	42	0.021483
40	42	0.007683
41	42	0.013463
42	42	0.025508
43	42	0.017875
44	42	0.005186
45	42	0.026557
46	42	0.028577
47	42	0.007104
48	42	0.023490
49	42	0.039299
50	42	0.024573
51	42	0.014359
52	42	0.050057
53	42	0.051265
54	42	0.006325
55	42	0.062890
56	42	0.106746
57	42	0.069328
58	42	0.099654
59	42	0.613781
60	42	0.735418
61	42	0.009019
62	42	0.125959
63	42	0.103882
64	42	0.029512
65	42	0.035306
66	42	0.056055
67	42	0.033312
68	42	0.006570
69	42	0.032984
70	42	0.030893
71	42	0.007312
72	42	0.017441
73	42	0.025725
74	42	0.014199
75	42	0.006024
76	42	0.019206
77	42	0.016711
78	42	0.002247
79	42	0.012265
80	42	0.016200
81	42	0.007761
82	42	0.005623
83	42	0.013617
84	42	0.010792
85	42	0.000161
86	42	0.009758
87	42	0.011653
88	42	0.004701
89	42	0.005311
90	42	0.010728
91	42	0.007791
92	42	0.000844
93	42	0.008460
94	42	0.009437
95	42	0.003284
96	42	0.005306
97	42	0.010104
98	42	0.007688
99	42	0.004634
0	43	0.017948
1	43	0.034929
2	43	0.010142
3	43	0.010591
4	43	0.020117
5	43	0.014266
6	43	0.001304
7	43	0.014686
8	43	0.016370
9	43	0.005739
10	43	0.008767
11	43	0.016148
12	43	0.011057
13	43	0.002353
14	43	0.013726
15	43	0.014413
16	43	0.004001
17	43	0.009438
18	43	0.015546
19	43	0.009610
20	43	0.003813
21	43	0.014358
22	43	0.013811
23	43	0.002471
24	43	0.010972
25	43	0.016055
26	43	0.008639
27	43	0.005741
28	43	0.015970
29	43	0.013895
30	43	0.000776
31	43	0.013409
32	43	0.017494
33	43	0.007852
34	43	0.008460
35	43	0.018801
36	43	0.014655
37	43	0.001447
38	43	0.017338
39	43	0.020302
40	43	0.007110
41	43	0.012795
42	43	0.023909
43	43	0.016544
44	43	0.004990
45	43	0.024591
46	43	0.026111
47	43	0.006254
48	43	0.021364
49	43	0.035078
50	43	0.021456
51	43	0.012756
52	43	0.042818
53	43	0.042531
54	43	0.004707
55	43	0.048995
56	43	0.077468
57	43	0.044843
58	43	0.054405
59	43	0.186137
60	43	0.287551
61	43	0.842687
62	43	0.312505
63	43	0.179658
64	43	0.043184
65	43	0.048939
66	43	0.072828
67	43	0.041338
68	43	0.008345
69	43	0.039406
70	43	0.036037
71	43	0.008200
72	43	0.020073
73	43	0.029065
74	43	0.015765
75	43	0.006866
76	43	0.021297
77	43	0.018304
78	43	0.002325
79	43	0.013453
80	43	0.017565
81	43	0.008296
82	43	0.006158
83	43	0.014659
84	43	0.011509
85	43	0.000084
86	43	0.010457
87	43	0.012379
88	43	0.004922
89	43	0.005691
90	43	0.011357
91	43	0.008182
92	43	0.000951
93	43	0.008933
94	43	0.009897
95	43	0.003396
96	43	0.005596
97	43	0.010567
98	43	0.007994
99	43	0.004836
0	44	0.017773
1	44	0.034535
2	44	0.009983
3	44	0.010506
4	44	0.019873
5	44	0.014043
6	44	0.001345
7	44	0.014516
8	44	0.016115
9	44	0.005592
10	44	0.008690
11	44	0.015898
12	44	0.010824
13	44	0.002385
14	44	0.013522
15	44	0.014122
16	44	0.003851
17	44	0.009319
18	44	0.015234
19	44	0.009344
20	44	0.003813
21	44	0.014071
22	44	0.013447
23	44	0.002322
24	44	0.010764
25	44	0.015626
26	44	0.008322
27	44	0.005671
28	44	0.015530
29	44	0.013409
30	44	0.000645
31	44	0.013031
32	44	0.016860
33	44	0.007462
34	44	0.008241
35	44	0.018070
36	44	0.013955
37	44	0.001511
38	44	0.016605
39	44	0.019262
40	44	0.006607
41	44	0.012218
42	44	0.022532
43	44	0.015402
44	44	0.004828
45	44	0.022945
46	44	0.024066
47	44	0.005555
48	44	0.019657
49	44	0.031743
50	44	0.019042
51	44	0.011554
52	44	0.037540
53	44	0.036409
54	44	0.003622
55	44	0.040390
56	44	0.061056
57	44	0.033091
58	44	0.038042
59	44	0.110869
60	44	0.121015
61	44	0.012782
62	44	0.720908
63	44	0.632985
64	44	0.081467
65	44	0.077605
66	44	0.102886
67	44	0.054314
68	44	0.011035
69	44	0.048592
70	44	0.043093
71	44	0.009371
72	44	0.023485
73	44	0.033294
74	44	0.017705
75	44	0.007902
76	44	0.023820
77	44	0.020200
78	44	0.002412
79	44	0.014843
80	44	0.019146
81	44	0.008907
82	44	0.006772
83	44	0.015842
84	44	0.012315
85	44	0.000007
86	44	0.011240
87	44	0.013185
88	44	0.005164
89	44	0.006112
90	44	0.012049
91	44	0.008607
92	44	0.001070
93	44	0.009449
94	44	0.010393
95	44	0.003515
96	44	0.005911
97	44	0.011064
98	44	0.008320
99	44	0.005052
0	45	0.017610
1	45	0.034166
2	45	0.009833
3	45	0.010428
4	45	0.019644
5	45	0.013832
6	45	0.001385
7	45	0.014358
8	45	0.015875
9	45	0.005452
10	45	0.008619
11	45	0.015665
12	45	0.010604
13	45	0.002418
14	45	0.013331
15	45	0.013849
16	45	0.003708
17	45	0.009208
18	45	0.014942
19	45	0.009094
20	45	0.003815
21	45	0.013804
22	45	0.013107
23	45	0.002181
24	45	0.010572
25	45	0.015230
26	45	0.008028
27	45	0.005609
28	45	0.015126
29	45	0.012962
30	45	0.000524
31	45	0.012687
32	45	0.016282
33	45	0.007105
34	45	0.008046
35	45	0.017411
36	45	0.013325
37	45	0.001572
38	45	0.015954
39	45	0.018339
40	45	0.006160
41	45	0.011714
42	45	0.021332
43	45	0.014412
44	45	0.004693
45	45	0.021546
46	45	0.022343
47	45	0.004969
48	45	0.018258
49	45	0.029041
50	45	0.017115
51	45	0.010623
52	45	0.033523
53	45	0.031877
54	45	0.002841
55	45	0.034540
56	45	0.050553
57	45	0.026180
58	45	0.029604
59	45	0.079522
60	45	0.076909
61	45	0.007477
62	45	0.171555
63	45	0.427934
64	45	0.825590
65	45	0.176611
66	45	0.172410
67	45	0.078900
68	45	0.015572
69	45	0.062818
70	45	0.053380
71	45	0.010992
72	45	0.028083
73	45	0.038823
74	45	0.020177
75	45	0.009206
76	45	0.026929
77	45	0.022496
78	45	0.002510
79	45	0.016494
80	45	0.020999
81	45	0.009614
82	45	0.007484
83	45	0.017197
84	45	0.013229
85	45	0.000113
86	45	0.012122
87	45	0.014085
88	45	0.005430
89	45	0.006582
90	45	0.012812
91	45	0.009072
92	45	0.001203
93	45	0.010013
94	45	0.010931
95	45	0.003641
96	45	0.006253
97	45	0.011599
98	45	0.008669
99	45	0.005283
0	46	0.017458
1	46	0.033822
2	46	0.009692
3	46	0.010356
4	46	0.019430
5	46	0.013633
6	46	0.001424
7	46	0.014210
8	46	0.015650
9	46	0.005320
10	46	0.008554
11	46	0.015446
12	46	0.010397
13	46	0.002449
14	46	0.013154
15	46	0.013592
16	46	0.003572
17	46	0.009106
18	46	0.014669
19	46	0.008859
20	46	0.003818
21	46	0.013556
22	46	0.012790
23	46	0.002049
24	46	0.010396
25	46	0.014862
26	46	0.007754
27	46	0.005553
28	46	0.014754
29	46	0.012550
30	46	0.000409
31	46	0.012374
32	46	0.015753
33	46	0.006778
34	46	0.007871
35	46	0.016815
36	46	0.012754
37	46	0.001630
38	46	0.015372
39	46	0.017514
40	46	0.005759
41	46	0.011273
42	46	0.020278
43	46	0.013545
44	46	0.004580
45	46	0.020345
46	46	0.020870
47	46	0.004469
48	46	0.017092
49	46	0.026809
50	46	0.015540
51	46	0.009882
52	46	0.030363
53	46	0.028385
54	46	0.002248
55	46	0.030307
56	46	0.043254
57	46	0.021625
58	46	0.024462
59	46	0.062335
60	46	0.056500
